ILOC_CODE_2016,OH_R_Tot_DS_SH,OH_R_Tot_DS_SDRTHT,OH_R_Tot_DS_FA,OH_R_Tot_DS_OD_C,OH_R_Tot_DS_OD_CH,OH_R_Tot_DS_OD_IH_t_SO,OH_R_Tot_OD_HF_a_SO,OH_R_Tot_DS_OD_Tot,OH_R_Tot_DS_NS,OH_R_Tot_DS_Tot,OH_OTT_DS_SH,OH_OTT_DS_SDRTHT,OH_OTT_DS_FA,OH_OTT_DS_OD_C,OH_OTT_DS_OD_CH,OH_OTT_DS_OD_IH_t_SO,OH_OTT_OD_HF_a_SO,OH_OTT_DS_OD_Tot,OH_OTT_DS_NS,OH_OTT_DS_Tot,OH_T_NS_DS_SH,OH_T_NS_DS_SDRTHT,OH_T_NS_DS_FA,OH_T_NS_DS_OD_C,OH_T_NS_DS_OD_CH,OH_T_NS_DS_OD_IH_t_SO,OH_T_NS_OD_HF_a_SO,OH_T_NS_DS_OD_Tot,OH_T_NS_DS_NS,OH_T_NS_DS_Tot,OH_Tot_DS_SHouse,OH_Tot_DS_SDRTHT,OH_Tot_DS_F_u_or_a,OH_Tot_DS_OD_C,OH_Tot_DS_OD_CH,OH_Tot_DS_OD_IH_t_SO,OH_Tot_DS_OD_HF_a_to_a_s_o,OH_Tot_DS_OD_Tot,OH_Tot_DS_NS,OH_Tot_Tot,T_h_OO_DS_SH,T_h_OO_DS_SDRTHT,T_h_OO_DS_FA,T_h_OO_DS_OD_C,T_h_OO_DS_OD_CH,T_h_OO_DS_OD_IH_t_SO,T_h_OO_OD_HF_a_SO,T_h_OO_DS_OD_Tot,T_h_OO_DS_NS,T_h_OO_DS_Tot,T_h_M_DS_SH,T_h_M_DS_SDRTHT,T_h_M_DS_FA,T_h_M_DS_OD_C,T_h_M_DS_OD_CH,T_h_M_DS_OD_IH_t_SO,T_h_M_OD_HF_a_SO,T_h_M_DS_OD_Tot,T_h_M_DS_NS,T_h_M_DS_Tot,T_h_RREA_DS_SH,T_h_RREA_DS_SDRTHT,T_h_RREA_DS_FA,T_h_RREA_DS_OD_C,T_h_RREA_DS_OD_CH,T_h_RREA_DS_OD_IH_t_SO,T_h_RREA_OD_HF_a_SO,T_h_RREA_DS_OD_Tot,T_h_RREA_DS_NS,T_h_RREA_DS_Tot,T_h_RHA_DS_SH,T_h_RHA_DS_SDRTHT,T_h_RHA_DS_FA,T_h_RHA_DS_OD_C,T_h_RHA_DS_OD_CH,T_h_RHA_DS_OD_IH_t_SO,T_h_RHA_OD_HF_a_SO,T_h_RHA_DS_OD_Tot,T_h_RHA_DS_NS,T_h_RHA_DS_Tot,T_h_R_PSH_DS_SH,T_h_R_PSH_DS_SDRTHT,T_h_R_PSH_DS_FA,T_h_R_PSH_DS_OD_C,T_h_R_PSH_DS_OD_CH,T_h_R_PSH_DS_OD_IH_t_SO,T_h_R_PSH_OD_HF_a_SO,T_h_R_PSH_DS_OD_Tot,T_h_R_PSH_DS_NS,T_h_R_PSH_DS_Tot,T_h_R_HCC_DS_SH,T_h_R_HCC_DS_SDRTHT,T_h_R_HCC_DS_FA,T_h_R_HCC_DS_OD_C,T_h_R_HCC_DS_OD_CH,T_h_R_HCC_DS_OD_IH_t_SO,T_h_R_HCC_OD_HF_a_SO,T_h_R_HCC_DS_OD_Tot,T_h_R_HCC_DS_NS,T_h_R_HCC_DS_Tot,T_h_R_OLT_DS_SH,T_h_R_OLT_DS_SDRTHT,T_h_R_OLT_DS_FA,T_h_R_OLT_DS_OD_C,T_h_R_OLT_DS_OD_CH,T_h_R_OLT_DS_OD_IH_t_SO,T_h_R_OLT_OD_HF_a_SO,T_h_R_OLT_DS_OD_Tot,T_h_R_OLT_DS_NS,T_h_R_OLT_DS_Tot,T_h_R_LNS_DS_SH,T_h_R_LNS_DS_SDRTHT,T_h_R_LNS_DS_FA,T_h_R_LNS_DS_OD_C,T_h_R_LNS_DS_OD_CH,T_h_R_LNS_DS_OD_IH_t_SO,T_h_R_LNS_OD_HF_a_SO,T_h_R_LNS_DS_OD_Tot,T_h_R_LNS_DS_NS,T_h_R_LNS_DS_Tot,T_h_R_Tot_DS_SH,T_h_R_Tot_DS_SDRTHT,T_h_R_Tot_DS_FA,T_h_R_Tot_DS_OD_C,T_h_R_Tot_DS_OD_CH,T_h_R_Tot_DS_OD_IH_t_SO,T_h_R_Tot_OD_HF_a_SO,T_h_R_Tot_DS_OD_Tot,T_h_R_Tot_DS_NS,T_h_R_Tot_DS_Tot,T_h_OTT_DS_SH,T_h_OTT_DS_SDRTHT,T_h_OTT_DS_FA,T_h_OTT_DS_OD_C,T_h_OTT_DS_OD_CH,T_h_OTT_DS_OD_IH_t_SO,T_h_OTT_OD_HF_a_SO,T_h_OTT_DS_OD_Tot,T_h_OTT_DS_NS,T_h_OTT_DS_Tot,T_h_T_NS_DS_SH,T_h_T_NS_DS_SDRTHT,T_h_T_NS_DS_FA,T_h_T_NS_DS_OD_C,T_h_T_NS_DS_OD_CH,T_h_T_NS_DS_OD_IH_t_SO,T_h_T_NS_OD_HF_a_SO,T_h_T_NS_DS_OD_Tot,T_h_T_NS_DS_NS,T_h_T_NS_DS_Tot,T_h_Tot_DS_SH,T_h_Tot_DS_SDRTHT,T_h_Tot_DS_FA,T_h_Tot_DS_OD_C,T_h_Tot_DS_OD_CH,T_h_Tot_DS_OD_IH_t_SO,T_h_Tot_OD_HF_a_SO,T_h_Tot_DS_OD_Tot,T_h_Tot_DS_NS,T_h_Tot_DS_Tot
ILOC30400102,40,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,58,0,0,4,0,0,0,4,3,61,9,0,0,4,0,0,0,4,0,8,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,28,5,0,0,0,0,0,0,0,0,5,55,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,80,0,0,5,0,0,0,5,3,86
ILOC30400103,93,3,15,0,0,0,5,3,3,122,6,0,0,0,0,0,0,0,0,12,18,0,0,4,0,0,0,4,0,20,342,3,15,39,0,0,6,42,5,416,168,0,0,31,0,0,0,31,3,200,88,0,0,0,0,0,3,3,3,88,3,0,0,0,0,0,0,0,0,3,18,0,17,0,0,0,0,0,0,36,53,0,0,0,0,0,0,0,0,50,3,0,0,0,0,0,0,0,0,10,27,3,3,0,0,0,5,3,0,41,14,0,0,0,0,0,0,0,0,19,116,4,22,0,0,0,5,3,4,152,6,0,0,0,0,0,0,0,0,10,17,0,0,4,0,0,0,4,0,24,395,4,22,39,0,0,6,42,10,469
ILOC30400201,73,0,14,4,0,3,3,8,8,107,7,0,0,0,0,0,0,0,0,12,14,0,0,10,0,0,0,5,3,27,195,3,15,65,3,8,3,72,30,320,73,0,0,51,0,5,0,55,16,152,33,0,0,0,0,0,0,4,0,40,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,28,36,0,7,0,0,0,0,3,0,43,8,0,0,0,0,0,0,0,0,15,39,0,6,3,0,3,0,11,6,64,12,0,0,0,0,0,0,0,4,16,117,0,17,4,0,3,3,10,11,158,8,0,3,0,0,0,0,0,0,16,18,0,0,10,0,0,0,5,3,32,253,3,22,62,3,13,7,82,31,387
ILOC30400202,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,25,12,20,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,5,35,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,195,6,35,0,0,0,0,0,0,241,3,0,0,0,0,0,0,0,0,3,4,18,0,0,0,0,0,0,0,27,205,22,39,0,0,0,0,4,0,268
ILOC30400203,29,12,3,0,3,0,0,5,0,50,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,32,13,3,0,3,0,0,5,0,58,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,185,4,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,23,11,4,0,0,0,0,0,0,38,4,3,0,0,0,0,0,0,0,6,215,19,4,0,3,0,0,5,0,245,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,224,22,4,0,3,0,0,6,0,261
ILOC30400204,71,0,4,0,0,0,0,0,0,79,4,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,10,138,0,4,6,3,0,0,6,3,148,52,0,0,5,0,0,0,6,0,56,34,0,0,0,0,0,0,0,0,34,3,0,0,0,0,0,0,0,0,3,91,0,3,0,0,0,0,0,0,94,33,0,0,0,0,0,0,0,0,34,39,0,0,0,0,0,0,0,0,41,57,0,4,0,0,0,0,0,0,65,9,0,0,0,0,0,0,0,0,9,222,0,7,3,0,0,0,4,4,238,4,0,0,0,0,0,0,0,0,4,23,0,0,4,0,0,0,0,0,24,332,0,7,4,3,3,0,9,10,354
ILOC30400301,312,18,52,7,0,0,0,8,4,397,13,0,0,3,0,0,0,3,0,17,21,0,6,6,0,0,0,6,8,41,738,21,62,49,3,0,5,59,40,916,280,0,4,38,0,0,0,41,20,341,177,0,0,3,4,0,3,9,7,196,99,3,14,0,0,0,0,0,0,120,56,9,32,0,0,0,0,0,0,93,92,0,3,0,0,0,0,0,0,97,29,0,5,0,0,0,0,0,0,34,168,11,20,8,0,0,0,7,4,210,29,0,0,3,0,0,0,3,0,33,462,23,76,13,0,0,0,12,8,585,12,0,0,3,0,0,0,3,0,17,33,0,11,6,0,0,0,6,8,51,968,27,84,61,4,0,5,73,40,1193
ILOC30400401,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,5,19,0,0,7,0,0,0,7,3,25,7,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,4,0,15,38,3,0,7,0,0,0,7,3,44
ILOC30400402,1217,650,243,8,0,0,9,12,18,2145,21,3,3,0,0,0,0,0,0,29,98,18,19,5,0,0,0,10,15,157,3770,762,276,57,0,0,14,71,55,4929,887,34,3,36,0,0,0,37,11,974,1913,51,16,11,0,0,8,22,13,2013,653,390,140,0,0,0,0,3,7,1189,331,117,54,0,0,0,0,0,3,509,380,125,55,3,0,0,0,3,5,562,5,5,0,0,0,0,0,0,3,17,273,133,47,7,0,0,3,9,4,471,31,17,11,0,0,0,0,0,6,56,1673,786,307,11,0,0,9,18,24,2806,24,3,3,0,0,0,0,0,3,38,136,25,20,4,0,0,0,7,13,202,4637,908,349,60,0,0,16,84,64,6033
ILOC30500101,590,21,37,4,7,0,3,10,11,670,34,0,0,0,0,0,0,0,0,38,71,0,0,7,0,0,0,7,5,89,2218,24,39,35,5,3,4,48,30,2363,951,0,0,16,0,0,3,22,11,986,637,0,3,3,0,0,3,8,0,652,145,4,3,0,0,0,0,0,0,153,47,4,10,0,0,0,0,0,0,55,265,0,8,0,0,0,3,4,3,274,9,10,3,0,0,0,0,0,3,26,145,8,15,4,0,0,0,4,4,178,53,3,0,0,0,0,0,0,3,61,661,24,37,4,7,0,3,9,11,741,34,0,0,0,0,0,0,0,0,40,75,3,0,14,0,0,0,14,5,95,2363,29,39,38,5,4,4,52,30,2516
ILOC30500102,135,3,0,0,0,0,0,0,0,137,10,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,0,16,477,4,0,0,0,0,0,3,4,487,221,0,0,0,0,0,0,0,4,219,101,0,0,0,0,0,0,0,0,103,10,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,7,61,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,43,22,0,0,0,0,0,0,0,0,22,144,3,0,0,0,0,0,0,3,148,10,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,0,16,489,4,0,0,0,0,0,3,5,502
ILOC30500103,519,21,121,6,3,0,0,12,3,673,5,0,0,0,0,0,0,0,0,11,51,0,13,0,0,0,0,0,0,65,1639,31,136,20,5,0,3,30,5,1837,467,0,7,10,0,0,0,10,0,486,636,0,3,0,0,0,0,0,0,637,264,18,58,0,0,0,0,0,3,337,110,0,19,0,0,0,0,0,0,131,132,3,7,0,0,0,0,0,0,139,5,0,0,0,0,0,0,0,0,7,66,3,32,6,3,0,0,12,0,115,16,0,0,0,0,0,0,0,0,19,586,21,121,6,3,0,0,9,3,746,5,0,0,0,0,0,0,0,0,11,55,0,12,4,0,0,0,5,0,75,1749,31,146,22,6,0,3,32,5,1954
ILOC30500201,263,0,15,0,0,0,0,0,3,289,26,0,0,0,0,0,0,0,0,28,29,0,0,0,0,0,0,7,0,33,954,0,15,33,0,0,0,38,19,1024,448,0,0,24,0,0,0,30,13,489,216,0,0,3,0,0,0,5,0,221,33,0,3,0,0,0,0,0,0,37,34,0,6,0,0,0,0,0,0,46,79,0,0,0,0,0,0,0,5,80,6,0,0,0,0,0,0,0,0,3,113,0,8,0,0,0,0,0,3,120,28,0,0,0,0,0,0,0,0,28,290,0,20,0,0,0,0,0,8,322,28,0,0,0,0,0,0,0,0,26,29,0,0,0,0,0,0,7,0,33,1019,0,23,33,0,0,0,38,19,1096
ILOC30500202,179,22,6,3,0,0,0,5,0,214,9,0,0,0,0,0,0,0,0,9,28,5,0,0,0,0,0,0,3,35,651,26,7,16,0,0,5,21,9,715,311,0,0,10,0,0,0,10,3,325,160,0,0,3,0,0,3,7,0,158,41,0,0,0,0,0,0,0,0,41,29,3,3,0,0,0,0,0,0,35,57,0,0,0,0,0,0,0,0,56,7,17,0,0,0,0,0,0,0,27,44,0,3,3,0,0,0,3,0,55,23,0,0,0,0,0,0,0,0,23,203,22,6,3,0,0,0,5,0,236,9,0,0,0,0,0,0,0,0,9,28,5,0,0,0,0,0,0,3,35,701,26,7,16,0,0,5,21,9,761
ILOC30500203,378,38,50,3,3,0,5,11,10,481,11,0,5,0,0,0,0,3,0,16,39,0,4,3,0,0,0,3,0,46,1128,38,57,32,6,5,5,39,13,1275,388,0,0,27,0,0,0,26,0,415,336,0,0,3,0,3,0,5,4,344,141,9,18,0,0,0,0,0,0,171,53,14,11,0,0,0,0,0,0,72,109,5,8,0,0,0,0,0,3,123,9,7,3,0,0,0,0,0,0,19,87,7,13,0,3,0,0,4,3,108,30,0,0,0,0,0,4,4,0,32,429,41,52,3,3,0,5,11,8,536,11,0,5,0,0,0,0,3,0,16,42,0,4,3,0,0,0,5,0,54,1207,41,61,33,6,5,5,42,12,1366
ILOC30500301,3808,1145,987,38,34,3,13,85,37,6065,169,28,27,0,0,0,0,0,3,226,365,92,63,7,6,0,4,19,12,551,14172,1772,1290,134,91,4,22,252,64,17548,5552,423,154,97,52,0,0,153,4,6284,4582,102,57,3,0,0,0,5,10,4762,2421,610,576,0,3,0,7,9,11,3626,384,378,184,0,0,0,0,0,3,944,1293,164,182,6,0,0,6,16,13,1663,30,49,74,0,0,0,0,0,0,154,121,38,44,29,31,0,0,61,10,265,69,17,13,4,0,0,0,6,3,109,4319,1247,1065,35,33,3,16,93,36,6764,171,28,27,0,0,0,0,0,3,231,399,95,63,7,6,0,4,19,12,590,15027,1894,1369,139,97,4,25,265,67,18622
ILOC30500302,2812,119,252,47,10,3,19,72,17,3280,108,91,0,3,0,0,3,6,7,212,392,37,14,18,3,4,0,31,15,492,14672,435,431,244,60,62,28,395,86,16021,6436,156,94,182,49,24,6,264,30,6972,5231,24,71,6,0,21,3,32,17,5380,1727,68,179,0,0,0,4,9,7,1986,46,6,23,0,0,0,0,0,0,75,972,21,54,4,0,3,4,15,6,1073,9,12,0,0,0,0,0,0,0,22,180,7,8,38,4,0,7,43,3,252,114,3,9,3,0,0,3,6,0,132,3057,129,265,47,10,3,19,72,18,3540,108,92,0,3,0,0,3,6,7,219,405,37,14,19,3,4,0,32,19,509,15236,443,453,249,60,62,32,399,89,16619
ILOC30500401,726,10,67,0,0,0,3,7,4,811,3,0,0,0,0,0,0,0,0,8,24,0,0,0,0,0,0,0,0,29,1113,10,73,0,0,0,4,9,3,1210,130,0,0,0,0,0,0,0,0,127,252,0,3,0,0,0,0,0,0,260,331,6,30,0,0,0,0,0,3,369,57,0,4,0,0,0,0,0,0,58,77,0,7,0,0,0,3,3,0,82,6,0,0,0,0,0,0,0,0,6,334,0,32,0,0,0,4,4,0,368,10,0,3,0,0,0,0,0,0,13,818,10,70,0,0,0,4,5,4,901,3,0,0,0,0,0,0,0,0,8,34,0,0,0,0,0,0,0,0,37,1234,10,77,0,0,0,4,6,3,1329
ILOC30500402,945,0,48,6,10,12,4,31,93,1122,99,0,0,4,0,18,0,20,7,129,102,0,3,11,0,0,0,14,10,126,2667,4,62,98,18,61,10,178,254,3170,918,4,3,75,4,26,4,114,97,1135,644,3,3,8,0,5,3,15,48,716,121,0,7,0,0,0,0,0,19,144,36,0,16,0,0,0,0,0,12,65,235,0,3,0,0,4,0,8,15,259,7,0,4,0,0,0,0,0,3,10,522,0,20,5,3,3,4,16,41,604,106,0,3,0,4,4,0,7,7,119,1024,0,51,9,10,14,5,31,104,1210,101,0,0,6,0,18,0,21,7,136,108,0,3,7,0,0,0,10,14,134,2800,4,62,108,18,64,12,194,264,3333
ILOC30500403,1225,239,302,3,0,3,0,8,22,1797,13,0,0,0,0,0,0,3,0,18,71,7,12,3,0,0,0,3,4,98,3303,292,352,19,3,6,7,37,40,4024,559,3,9,14,3,0,0,13,9,600,1503,43,28,5,0,0,3,5,8,1592,784,184,189,0,0,0,0,0,10,1167,76,4,43,0,0,0,0,0,0,127,245,31,36,0,0,0,0,4,4,320,9,0,5,0,0,0,0,0,0,17,190,28,38,3,0,3,0,4,6,276,26,0,0,0,0,0,0,0,0,29,1330,252,316,3,0,3,0,8,21,1935,13,0,0,0,0,0,0,3,0,18,80,7,10,3,0,0,0,3,3,107,3488,307,370,19,3,6,7,37,43,4248
ILOC30500404,11,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,27,3,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,3,204,27,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,209,32,0,0,0,0,0,0,0,245
ILOC30500501,1714,64,43,33,0,10,3,54,12,1886,58,0,0,0,0,0,0,0,0,57,288,4,0,15,0,3,0,17,11,325,10792,82,58,184,19,70,6,284,88,11312,5030,13,6,125,13,32,0,174,31,5256,3990,8,12,13,8,24,5,49,38,4094,1052,42,27,0,0,0,3,3,0,1123,19,13,0,0,0,0,0,0,0,28,669,9,4,5,0,5,0,9,9,706,3,11,3,0,0,0,0,0,0,27,75,0,0,29,3,5,0,31,3,111,86,0,4,0,0,7,0,6,0,96,1907,68,44,35,3,12,3,56,14,2091,55,0,0,3,0,0,0,4,0,65,308,3,0,16,0,3,0,19,11,343,11295,95,59,194,21,75,10,304,96,11842
ILOC30500502,3531,1478,438,72,46,0,12,131,63,5638,166,108,75,0,0,0,3,6,4,355,349,88,45,20,6,3,0,30,66,577,14026,2319,778,286,143,4,23,456,192,17767,6414,474,181,195,83,3,0,282,41,7389,3871,183,43,8,12,0,3,15,24,4139,2606,911,328,0,0,0,5,8,30,3880,218,352,19,0,0,0,0,0,0,584,913,217,69,6,0,0,3,11,18,1229,33,48,14,0,0,0,0,0,0,99,102,38,20,73,44,0,3,116,11,282,57,22,8,0,0,0,0,0,6,90,3929,1584,460,82,48,0,12,142,63,6168,168,108,75,0,0,0,3,6,6,356,362,90,50,25,6,3,0,30,66,600,14739,2435,803,300,149,4,23,475,200,18648
ILOC30500503,1807,422,266,25,16,3,4,45,6,2551,33,29,0,0,0,0,0,0,0,64,200,42,24,9,0,0,0,6,9,285,6967,610,337,74,25,5,5,112,32,8052,3055,92,29,44,9,0,0,58,8,3243,2024,19,12,0,0,0,0,4,10,2062,1111,159,147,0,3,3,3,8,0,1423,167,177,74,0,0,0,0,0,0,415,640,48,50,0,0,0,0,3,6,749,13,47,9,0,0,0,0,0,0,73,70,14,10,22,12,0,0,36,0,126,37,10,3,3,0,0,0,3,0,56,2038,455,293,29,14,3,4,53,11,2841,41,29,4,0,0,0,0,0,0,73,213,42,24,9,0,0,0,6,9,297,7369,644,360,78,28,5,5,120,31,8521
ILOC30500601,3179,692,819,6,3,0,0,10,13,4711,25,0,17,0,0,0,0,0,0,48,148,15,41,5,0,0,0,9,0,213,9472,827,982,33,15,3,3,51,17,11350,2243,36,55,20,7,0,0,31,3,2376,4091,84,49,0,0,0,0,3,3,4228,2328,535,630,0,0,0,0,0,3,3498,365,99,149,0,0,0,0,5,0,612,585,34,47,0,0,0,0,0,4,677,41,41,18,0,0,0,0,0,0,106,180,20,29,5,0,0,0,11,5,247,33,9,12,0,0,0,0,0,0,49,3534,742,882,7,3,0,0,13,13,5182,25,0,17,0,0,0,0,0,0,48,163,15,44,5,0,0,0,9,0,226,10058,879,1056,32,15,3,3,51,17,12064
ILOC30500602,348,3,42,3,3,0,0,13,14,419,16,0,0,0,0,0,0,0,0,18,57,0,0,4,0,0,0,5,3,66,2028,4,60,46,10,16,14,89,30,2217,901,0,14,31,8,9,3,48,8,965,758,0,8,9,0,6,8,24,13,794,148,3,20,0,0,0,0,0,8,183,6,0,13,0,0,0,0,0,0,14,161,0,4,0,0,0,0,3,3,174,0,0,0,0,0,0,0,0,0,0,38,0,7,0,0,0,0,4,0,42,27,0,0,0,0,0,0,0,3,33,380,3,42,3,3,0,0,13,14,453,16,0,0,0,0,0,0,0,0,18,71,0,0,4,0,0,0,5,3,74,2117,4,60,46,15,16,14,91,35,2307
ILOC30500603,1444,74,154,30,3,0,0,37,3,1719,23,0,0,0,0,0,0,0,0,27,124,4,6,11,0,3,0,11,0,154,6150,98,210,176,9,12,3,205,18,6679,1671,5,14,130,4,8,0,148,0,1842,3045,14,32,4,0,4,0,17,5,3116,1070,48,123,0,0,0,0,0,6,1249,42,13,24,0,0,0,0,0,0,75,347,8,10,7,0,0,0,7,0,368,5,0,0,0,0,0,0,0,0,8,59,0,10,29,4,0,0,34,0,100,51,0,0,0,0,0,0,0,0,56,1568,78,166,35,3,0,0,42,7,1860,27,0,0,0,0,0,0,0,0,33,131,4,10,12,0,3,0,12,0,158,6449,100,228,185,9,14,5,218,17,7004
ILOC30500701,391,11,36,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,17,591,11,35,0,0,0,0,0,0,644,110,0,0,0,0,0,0,0,0,110,83,0,0,0,0,0,0,0,0,83,174,0,15,0,0,0,0,0,0,191,11,0,10,0,0,0,0,0,0,15,45,0,0,0,0,0,0,0,0,52,3,0,0,0,0,0,0,0,0,3,188,10,14,0,0,0,0,0,0,210,3,0,0,0,0,0,0,0,0,9,421,8,37,0,0,0,0,0,0,473,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,18,635,8,43,0,0,0,0,0,0,683
ILOC30500702,1426,252,151,0,0,0,0,4,0,1833,4,0,0,0,0,0,0,0,0,4,41,4,4,0,0,0,0,3,4,58,1950,266,164,4,4,0,4,15,4,2394,199,0,3,4,0,0,0,4,0,206,306,6,0,0,0,0,0,0,0,318,591,71,68,0,0,0,0,0,0,726,35,14,12,0,0,0,0,0,0,65,75,4,6,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,3,801,166,69,0,0,0,0,0,0,1044,23,0,3,0,0,0,0,3,0,29,1527,258,161,0,0,0,3,5,0,1950,4,0,0,0,0,0,0,0,0,4,46,8,8,0,0,0,0,3,4,59,2086,271,171,4,4,0,3,10,4,2540
ILOC30500703,1217,72,88,12,7,4,4,28,14,1411,46,0,0,3,3,0,0,9,3,59,85,0,5,6,3,0,0,7,12,107,2506,74,97,79,14,10,5,112,50,2832,701,0,4,54,4,6,0,66,6,773,491,0,3,0,5,0,0,5,5,504,211,22,38,0,0,0,0,3,3,278,22,4,17,0,0,0,0,0,0,43,176,0,3,0,0,3,0,5,0,191,9,0,4,0,0,0,0,0,0,9,811,48,21,8,4,3,0,16,9,902,71,0,5,4,3,3,0,9,0,84,1302,75,85,12,6,8,4,30,14,1505,52,0,0,3,3,0,0,9,3,61,83,0,5,9,3,0,0,8,12,114,2623,74,102,80,17,16,5,120,50,2957
ILOC30500801,19,0,8,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,81,0,8,0,0,0,0,5,3,96,49,0,0,0,0,0,0,0,3,51,23,0,0,0,0,0,3,3,0,25,6,0,3,0,0,0,0,0,0,14,13,0,3,0,0,0,0,0,0,22,8,0,0,0,0,0,3,3,0,11,3,0,8,0,0,0,0,0,0,11,7,0,4,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,4,41,0,20,0,0,0,7,5,0,71,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,127,0,22,3,0,0,10,10,3,162
ILOC30500802,153,14,23,4,3,3,3,13,0,198,4,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,16,502,19,24,14,4,4,10,27,0,570,206,0,0,7,0,0,3,11,0,215,153,0,0,0,0,0,3,3,0,160,87,5,8,0,0,0,0,0,0,98,16,6,9,0,0,0,0,0,0,32,63,0,3,0,0,0,0,0,0,64,3,0,0,0,0,0,0,0,0,3,26,0,0,4,3,3,3,13,0,38,7,0,0,0,0,0,0,0,0,4,190,15,18,4,3,3,3,13,0,239,4,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,20,569,15,20,14,4,4,6,25,3,641
ILOC30500803,587,12,31,19,15,14,3,54,7,684,31,0,0,0,0,0,0,0,0,38,93,3,10,16,3,9,0,24,3,134,2713,15,43,85,23,34,3,149,24,2946,1344,0,0,50,0,8,0,59,6,1411,726,0,3,6,0,3,3,13,4,751,171,0,12,0,0,0,0,0,0,188,29,5,0,0,0,0,0,0,0,35,276,0,6,0,0,0,0,5,8,290,9,0,12,0,0,0,0,0,0,19,128,0,4,18,15,7,0,42,0,174,52,0,0,3,3,0,0,6,0,61,667,12,30,24,15,14,3,49,11,771,31,0,0,0,0,0,0,0,0,38,99,3,14,16,3,9,0,24,3,146,2874,15,47,91,23,34,3,154,27,3114
