ILOC_CODE_2016,M_15_19_Pvded_upaid_assist,M_15_19_No_upaid_assist_Pvded,M_15_19_upaid_assist_ns,M_15_19_Tot,M_20_24_Pvded_upaid_assist,M_20_24_No_upaid_assist_Pvded,M_20_24_upaid_assist_ns,M_20_24_Tot,M_25_34_Pvded_upaid_assist,M_25_34_No_upaid_assist_Pvded,M_25_34_upaid_assist_ns,M_25_34_Tot,M_35_44_Pvded_upaid_assist,M_35_44_No_upaid_assist_Pvded,M_35_44_upaid_assist_ns,M_35_44_Tot,M_45_54_Pvded_upaid_assist,M_45_54_No_upaid_assist_Pvded,M_45_54_upaid_assist_ns,M_45_54_Tot,M_55_64_Pvded_upaid_assist,M_55_64_No_upaid_assist_Pvded,M_55_64_upaid_assist_ns,M_55_64_Tot,M_65over_Pvded_upaid_assist,M_65ove_No_upaid_assist_Pvde,M_65over_upaid_assist_ns,M_65_and_over_Tot,M_TotPvded_upaid_assist,M_Tot_No_upaid_assist_Pvded,M_Tot_upaid_assist_ns,M_Tot_Tot,F_15_19_Pvded_upaid_assist,F_15_19_No_upaid_assist_Pvded,F_15_19_upaid_assist_ns,F_15_19_Tot,F_20_24_Pvded_upaid_assist,F_20_24_No_upaid_assist_Pvded,F_20_24_upaid_assist_ns,F_20_24_Tot,F_25_34_Pvded_upaid_assist,F_25_34_No_upaid_assist_Pvded,F_25_34_upaid_assist_ns,F_25_34_Tot,F_35_44_Pvded_upaid_assist,F_35_44_No_upaid_assist_Pvded,F_35_44_upaid_assist_ns,F_35_44_Tot,F_45_54_Pvded_upaid_assist,F_45_54_No_upaid_assist_Pvded,F_45_54_upaid_assist_ns,F_45_54_Tot,F_55_64_Pvded_upaid_assist,F_55_64_No_upaid_assist_Pvded,F_55_64_upaid_assist_ns,F_55_64_Tot,F_65over_Pvded_upaid_assist,F_65ove_No_upaid_assist_Pvd,F_65over_upaid_assist_ns,F_65_and_over_Tot,F_TotPvded_upaid_assist,F_Tot_No_upaid_assist_Pvded,F_Tot_upaid_assist_ns,F_Tot_Tot,P_15_19_Pvded_upaid_assist,P_15_19_No_upaid_assist_Pvded,P_15_19_upaid_assist_ns,P_15_19_Tot,P_20_24_Pvded_upaid_assist,P_20_24_No_upaid_assist_Pvded,P_20_24_upaid_assist_ns,P_20_24_Tot,P_25_34_Pvded_upaid_assist,P_25_34_No_upaid_assist_Pvded,P_25_34_upaid_assist_ns,P_25_34_Tot,P_35_44_Pvded_upaid_assist,P_35_44_No_upaid_assist_Pvded,P_35_44_upaid_assist_ns,P_35_44_Tot,P_45_54_Pvded_upaid_assist,P_45_54_No_upaid_assist_Pvded,P_45_54_upaid_assist_ns,P_45_54_Tot,P_55_64_Pvded_upaid_assist,P_55_64_No_upaid_assist_Pvded,P_55_64_upaid_assist_ns,P_55_64_Tot,P_65over_Pvded_upaid_assist,P_65ove_No_upaid_assist_Pvd,P_65over_upaid_assist_ns,P_65_and_over_Tot,P_TotPvded_upaid_assist,P_Tot_No_upaid_assist_Pvded,P_Tot_upaid_assist_ns,P_Tot_Tot
ILOC30500403,0,17,0,20,3,26,0,32,0,26,5,34,5,18,0,24,0,26,0,24,0,5,0,6,0,5,0,5,9,122,9,147,0,29,3,32,3,8,0,13,3,32,0,36,3,17,0,25,7,29,0,37,0,9,0,11,0,4,3,4,17,127,14,153,3,44,7,50,3,34,3,44,3,58,8,67,4,33,3,42,7,53,3,62,5,12,0,20,0,6,3,9,26,252,20,300
ILOC30500404,0,36,6,41,3,29,17,49,8,41,3,52,0,44,5,50,4,30,9,41,4,26,3,32,0,18,0,18,19,222,37,276,3,31,9,42,6,38,10,51,9,45,0,57,7,43,3,52,7,44,5,56,0,26,4,28,0,16,0,20,35,247,34,315,3,59,15,81,5,67,23,101,18,88,6,113,5,87,9,102,11,77,12,100,3,47,7,57,0,37,0,35,53,462,70,591
ILOC30500501,7,50,10,65,9,26,34,70,10,33,47,91,12,45,50,108,3,39,17,65,6,45,14,60,5,28,0,41,53,270,173,501,3,49,3,57,3,13,0,17,13,41,3,53,15,57,0,69,23,38,3,63,14,37,5,57,7,26,3,33,75,256,10,346,15,98,16,125,13,43,34,90,18,74,51,144,27,103,50,176,28,79,19,122,16,83,16,115,12,55,5,69,126,535,185,844
ILOC30500502,5,97,12,116,3,59,3,68,6,80,6,90,14,62,4,84,16,61,3,84,14,40,3,56,6,44,5,54,72,442,36,547,14,95,6,120,4,35,0,41,27,82,4,114,25,76,4,108,24,60,3,88,23,52,3,76,7,61,7,77,127,473,30,633,27,192,16,235,5,97,8,113,35,162,10,203,41,137,10,191,41,120,5,175,34,94,3,135,17,101,19,135,198,910,64,1175
ILOC30500503,0,44,8,56,4,36,0,43,7,43,0,53,7,33,0,42,7,41,3,50,6,20,3,31,7,23,0,30,39,242,21,301,3,66,4,75,7,43,3,49,7,47,3,57,4,43,0,54,12,37,0,54,8,31,3,36,3,26,0,24,47,288,14,353,7,116,10,133,8,82,4,94,21,87,3,113,18,79,0,95,21,76,4,103,15,49,3,69,4,42,7,54,85,526,39,658
ILOC30500601,6,81,8,97,11,64,4,80,6,95,4,109,13,62,3,82,3,61,5,62,6,38,0,37,0,14,0,16,40,414,23,480,13,73,3,88,3,70,3,81,17,91,3,113,25,70,3,92,25,67,5,93,3,33,0,32,3,28,3,34,86,428,24,539,19,160,7,181,13,135,9,158,29,185,5,221,32,135,11,172,28,123,5,156,9,69,0,76,4,41,3,51,127,843,47,1017
ILOC30500602,0,6,3,12,0,6,0,10,0,7,0,12,3,10,0,16,0,16,0,16,3,12,4,17,0,6,0,5,6,61,8,82,3,8,0,9,0,4,0,4,3,4,0,7,0,8,0,8,3,11,0,15,0,4,0,5,0,3,0,4,9,37,3,52,5,9,6,22,0,10,0,10,4,17,0,15,4,19,0,26,3,23,0,30,3,14,4,21,0,9,3,15,17,99,15,133
ILOC30500603,3,29,12,44,0,21,0,22,3,32,0,40,8,35,0,44,4,23,0,32,3,13,0,22,0,7,0,9,27,172,11,208,3,34,0,37,0,25,0,24,8,46,0,52,4,33,4,43,7,34,0,39,3,16,0,22,0,7,0,9,21,198,8,223,7,67,13,82,3,48,0,46,13,79,0,90,15,75,4,85,7,54,4,68,5,34,0,41,0,12,0,20,48,366,17,434
ILOC30500701,0,4,0,3,0,3,0,6,3,4,0,9,0,7,0,4,3,3,0,8,0,0,0,3,0,0,0,0,10,20,3,29,0,3,0,7,0,5,0,5,3,11,0,12,0,3,0,3,0,3,0,6,0,3,0,4,0,0,0,0,6,23,0,30,0,8,0,7,0,7,0,6,8,16,0,18,0,6,0,10,4,6,0,10,3,3,0,6,0,0,0,0,17,42,3,57
ILOC30500702,0,12,0,11,0,11,0,9,0,25,0,32,3,15,0,18,0,14,0,17,0,10,0,10,0,0,0,0,4,84,7,96,0,15,0,14,0,12,4,20,4,28,0,32,0,18,0,21,3,10,0,13,0,3,0,4,0,0,0,0,10,92,10,108,3,25,3,29,6,19,4,25,4,53,8,63,3,33,0,38,3,28,3,27,0,14,0,11,0,0,0,3,14,168,15,204
ILOC30500703,0,7,0,7,0,17,0,17,8,27,0,36,3,16,0,20,0,16,0,21,0,8,0,9,0,3,0,3,8,92,7,103,0,8,4,9,0,9,0,8,0,15,0,17,0,8,0,17,3,17,0,15,0,9,0,11,0,3,0,3,9,69,5,88,0,11,4,12,0,23,0,27,5,45,3,51,9,26,0,36,4,28,3,39,0,14,0,19,0,9,0,9,23,159,13,189
ILOC30500801,0,4,4,12,0,7,0,7,0,8,0,9,3,5,3,8,0,12,3,21,0,3,0,6,0,6,0,6,5,46,6,60,0,5,0,5,0,4,0,7,0,6,0,7,3,10,0,10,3,5,0,8,0,5,0,11,0,7,0,5,7,42,5,61,0,18,4,16,0,7,0,10,0,9,0,16,9,9,0,18,3,23,3,30,3,12,3,18,0,12,0,15,15,94,14,118
ILOC30500802,0,4,0,11,0,0,0,0,0,7,0,8,0,3,0,3,0,9,0,13,0,9,0,5,3,5,3,4,8,41,4,45,0,13,0,12,0,0,0,0,0,14,0,14,3,3,0,7,0,9,0,9,0,9,0,9,0,3,3,7,3,46,3,53,3,20,0,19,0,7,0,7,0,17,0,17,3,9,0,13,0,15,0,18,0,16,0,13,3,8,3,16,12,87,8,100
ILOC30500803,3,18,0,19,0,11,0,16,0,14,3,16,0,13,0,17,3,4,0,11,0,17,0,19,3,6,0,14,11,98,5,114,0,18,0,22,5,8,5,14,5,18,0,18,3,9,4,18,6,19,3,23,5,15,0,21,0,9,3,14,25,86,16,126,3,32,0,42,5,19,5,25,3,28,5,40,4,30,3,35,11,23,3,37,8,35,0,42,8,16,8,25,36,184,24,243
ILOC30500901,0,32,0,30,3,25,3,33,4,51,0,59,3,37,0,36,3,17,0,23,4,14,0,17,0,8,0,8,19,179,6,205,0,39,5,46,5,44,0,56,3,61,0,69,11,44,0,58,4,29,0,37,6,18,0,25,3,9,0,12,37,247,13,293,0,73,3,80,13,70,4,83,9,117,3,122,14,80,3,94,11,46,0,57,9,30,0,39,3,15,0,23,60,424,13,494
ILOC30500902,0,10,0,13,0,15,0,13,4,18,0,18,3,10,0,17,4,10,3,14,3,12,0,16,3,20,4,21,20,88,8,119,0,17,3,21,0,13,0,13,3,18,3,28,3,18,0,23,3,21,0,24,3,18,0,23,0,16,7,16,19,112,13,144,0,25,5,27,3,26,0,30,6,36,3,43,8,33,0,38,8,31,5,42,10,34,0,37,7,33,4,39,42,200,17,262
ILOC30500903,8,191,13,211,14,162,6,182,15,238,8,258,18,151,13,185,38,164,12,211,13,88,9,107,6,65,18,87,113,1062,63,1234,13,213,16,252,17,162,9,189,41,216,16,275,41,173,11,221,50,173,15,237,27,95,12,126,15,80,15,106,204,1103,94,1408,30,405,31,463,27,326,11,370,58,451,23,532,59,327,17,405,89,331,25,443,38,178,15,236,18,143,31,191,318,2169,155,2641
ILOC30500904,3,48,5,57,3,25,56,77,7,26,76,102,8,35,49,92,5,41,16,57,3,17,4,23,3,15,6,21,26,204,213,436,3,37,3,45,0,14,0,20,5,19,0,27,9,31,0,39,16,33,0,49,8,28,0,33,5,16,7,21,45,172,14,232,4,83,10,100,3,38,55,100,11,52,76,133,15,64,53,130,17,70,16,106,8,47,3,57,5,23,13,42,69,372,223,666
ILOC30500905,0,21,0,21,0,3,0,6,0,3,0,9,0,17,0,14,0,12,0,19,3,13,0,12,0,3,0,3,4,71,0,76,0,13,0,12,0,5,0,5,0,10,0,11,0,19,0,24,3,6,3,13,3,3,3,5,3,3,0,4,14,66,4,82,0,28,0,32,0,10,0,13,0,16,0,21,0,35,0,40,5,23,3,31,5,13,3,24,0,4,0,10,14,134,6,158
ILOC30500906,3,63,4,67,4,24,3,29,0,29,3,30,3,35,3,39,0,15,0,15,4,14,0,21,4,9,0,12,17,188,9,215,0,38,3,45,0,23,0,25,9,33,3,37,9,23,0,29,3,37,3,44,5,10,3,21,3,6,4,14,32,165,15,214,5,102,8,114,8,44,3,54,7,60,4,67,16,54,3,71,3,55,3,63,6,26,3,37,3,20,3,29,49,356,26,429
ILOC30600101,0,5,3,11,0,4,0,4,0,3,0,3,0,9,0,9,0,9,0,9,0,5,0,3,0,9,0,9,0,41,3,42,0,0,0,0,0,3,0,7,0,6,0,6,0,13,0,8,0,7,0,7,0,8,0,8,0,4,0,4,3,34,0,40,0,4,3,11,0,10,0,13,0,3,0,3,0,13,0,14,0,15,0,15,0,13,0,9,0,7,0,8,3,69,3,81
ILOC30600102,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,5,0,5,0,3,0,3,0,4,0,6,0,16,0,20,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,7,0,5,0,3,0,3,0,3,0,3,3,13,3,18,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,5,0,13,0,9,0,9,0,7,0,5,3,33,3,40
ILOC30600103,0,23,5,20,0,18,0,18,4,23,0,28,0,15,0,23,3,24,3,28,3,20,0,26,0,21,0,20,11,139,8,160,0,21,3,25,3,17,0,19,5,27,3,29,3,29,0,31,7,28,0,38,3,21,3,28,0,15,4,14,18,155,12,185,0,37,10,44,3,38,0,36,7,52,6,65,5,44,0,52,5,49,3,58,3,46,3,50,4,30,4,34,27,296,22,349
ILOC30600201,0,4,0,8,0,10,0,10,3,9,0,10,0,8,0,8,0,18,0,18,0,5,0,6,0,5,0,5,6,63,0,69,0,3,0,3,0,3,0,3,5,14,3,19,0,8,0,12,3,13,3,18,0,7,0,10,0,4,0,5,15,49,9,70,0,11,0,9,0,9,0,9,11,21,3,32,0,20,0,23,3,26,3,28,5,9,0,19,0,12,0,14,19,111,10,135
ILOC30600301,3,60,0,69,0,41,13,56,7,49,6,63,6,57,3,67,3,56,4,58,4,35,3,38,0,13,0,9,26,309,32,369,3,54,4,62,4,46,15,65,5,69,3,84,4,69,5,80,11,48,0,59,5,36,0,44,3,28,0,31,39,353,24,420,5,116,8,129,10,89,20,119,16,122,11,150,10,122,8,146,14,105,3,123,11,68,3,79,3,42,0,46,67,668,58,789
ILOC30600401,4,26,4,34,3,32,0,34,0,36,0,42,7,34,0,41,3,39,3,47,0,27,0,29,3,13,8,26,23,204,18,240,0,27,0,29,0,12,4,20,10,33,7,45,6,31,0,38,4,35,0,44,5,33,0,44,0,24,3,30,32,188,16,242,3,49,6,60,4,41,7,50,15,65,3,84,14,64,0,79,11,73,4,87,8,57,0,72,3,36,10,54,55,395,39,483
ILOC30600402,9,36,8,47,0,25,0,25,3,47,0,55,3,19,6,33,0,26,0,32,3,15,4,17,0,6,0,14,23,177,16,217,6,42,3,51,4,19,0,25,9,29,3,41,11,29,0,40,10,32,5,47,4,19,0,26,3,19,0,26,44,197,11,254,13,77,6,92,3,49,3,56,13,75,3,90,18,53,9,78,11,65,4,77,10,28,4,39,4,33,3,35,69,376,24,471
ILOC30600501,3,42,3,49,0,23,3,26,6,29,0,38,4,27,0,30,4,18,3,25,0,17,0,18,0,8,0,7,23,164,15,196,7,35,5,40,0,27,0,28,10,41,0,52,4,29,0,38,11,29,0,38,6,21,3,27,0,13,3,15,32,192,12,242,9,78,8,90,0,45,6,53,18,74,0,93,13,55,0,68,14,50,5,71,5,38,5,46,0,20,4,23,53,357,28,440
ILOC30600601,0,9,0,13,0,3,0,3,0,7,0,6,0,11,0,11,3,19,4,21,0,12,0,15,0,7,0,5,9,60,3,74,0,10,0,15,0,3,0,5,0,10,0,15,5,9,0,9,4,7,0,10,3,8,0,14,3,4,0,10,17,60,7,78,0,23,3,28,0,11,0,8,0,19,0,23,5,12,0,17,3,21,4,34,4,22,0,25,4,14,0,18,21,120,13,150
ILOC30600602,0,19,0,18,0,8,0,10,0,11,0,13,4,12,0,20,3,11,0,17,3,4,3,7,0,3,0,7,13,76,6,97,3,15,0,18,0,12,0,9,0,18,0,22,6,11,0,22,3,15,0,16,0,12,0,8,0,9,0,10,19,82,4,109,3,30,0,38,0,17,0,19,3,34,3,37,6,26,0,34,9,22,3,33,4,14,3,19,3,10,3,14,32,158,10,202
ILOC30600603,0,28,3,34,5,4,0,8,0,14,0,15,6,12,0,19,0,16,0,17,4,4,3,11,0,12,0,14,15,94,9,121,0,14,0,16,3,19,0,18,4,4,0,15,7,12,0,19,4,12,0,20,4,12,3,17,0,8,0,3,28,80,4,109,3,43,3,49,9,24,0,31,7,19,0,33,6,25,0,33,3,30,0,36,13,15,7,30,0,19,0,16,41,177,13,227
ILOC30600701,0,4,0,5,0,0,0,3,3,10,0,16,0,4,0,3,0,3,0,4,0,3,0,4,0,0,0,0,5,31,0,43,3,5,0,8,0,0,0,4,0,0,0,0,0,4,0,7,0,5,0,5,0,0,0,3,0,3,0,4,7,22,0,36,4,12,0,14,4,0,0,4,3,11,0,17,3,13,0,11,0,12,0,12,3,10,0,12,0,3,0,7,18,57,0,74
ILOC30600702,0,18,7,23,0,10,4,15,3,15,0,21,0,21,0,26,3,7,0,17,3,10,0,12,0,3,0,8,8,92,12,117,0,9,4,14,4,17,0,18,6,16,0,19,4,12,0,15,4,19,0,24,0,12,0,14,0,3,0,3,22,82,7,113,3,30,7,46,6,25,4,35,5,26,0,37,4,38,3,37,5,24,0,33,7,16,3,23,0,7,0,11,35,175,17,229
ILOC30600801,0,6,0,5,0,8,0,8,0,7,3,11,3,6,0,9,0,20,0,18,6,10,4,18,0,14,0,14,13,59,6,79,0,6,4,14,0,7,0,8,0,6,4,7,0,10,0,11,0,12,0,14,3,4,0,6,3,11,0,7,11,58,4,75,0,15,3,18,0,13,0,18,3,9,4,18,6,15,0,21,4,33,0,34,4,13,4,26,3,17,0,21,23,118,16,157
ILOC30600802,0,7,0,7,0,0,0,0,0,4,0,4,0,3,0,7,4,4,0,8,0,6,0,6,0,3,0,3,3,34,0,35,0,4,0,4,0,0,0,3,3,11,0,9,0,11,0,9,0,3,0,4,0,0,0,0,0,4,0,4,3,35,0,36,0,12,0,12,0,3,0,3,3,10,0,10,3,13,0,18,4,8,0,14,0,9,0,9,0,8,0,8,9,61,0,71
ILOC30600803,0,22,0,26,0,14,0,16,3,30,4,31,3,25,3,27,4,21,3,20,0,20,0,18,3,11,0,10,11,138,9,155,0,24,0,22,0,28,0,32,5,25,3,35,7,35,0,43,8,21,3,29,10,13,4,19,3,15,3,20,30,159,8,201,0,43,3,50,0,44,0,47,7,58,5,74,12,60,5,75,10,35,3,54,10,32,3,39,8,18,3,28,46,299,18,364
ILOC30600901,0,23,4,29,0,15,0,13,0,14,0,19,5,21,0,25,8,20,0,27,0,11,0,16,3,6,0,8,21,113,13,138,0,13,0,13,0,21,0,21,4,25,0,31,6,23,0,34,3,21,0,28,9,10,3,18,3,14,0,22,32,119,5,159,3,36,5,45,3,34,0,36,4,37,5,51,11,42,0,54,14,44,0,55,7,26,4,33,7,22,0,28,51,232,20,298
ILOC30601001,0,27,5,29,0,20,3,22,3,19,0,21,0,12,0,18,0,23,5,30,0,15,0,16,0,13,3,19,11,125,18,147,0,17,3,19,7,20,0,22,0,22,0,27,6,25,4,29,10,27,4,40,3,16,0,19,0,19,3,27,28,136,20,179,3,37,9,46,4,40,3,48,9,38,3,46,6,40,4,43,13,49,6,69,6,31,0,35,4,29,11,37,34,259,32,328
ILOC30601101,0,25,3,28,0,12,11,24,0,18,16,36,3,20,20,39,0,21,5,31,3,27,0,34,7,19,0,28,11,147,52,211,3,23,0,28,0,17,0,16,8,14,0,27,8,15,0,23,10,14,0,28,5,18,4,24,3,17,0,23,37,131,10,172,3,43,3,56,0,32,11,40,11,39,13,60,12,33,18,63,12,40,3,55,6,50,3,57,9,37,4,49,49,276,63,383
ILOC30601201,3,12,4,16,0,9,0,9,3,10,3,16,3,15,0,21,4,19,3,27,3,16,0,23,0,5,6,11,13,91,18,121,0,15,0,23,0,10,0,17,0,25,0,24,8,26,0,31,4,29,3,37,0,12,0,23,0,14,3,12,21,131,14,167,4,24,10,38,0,19,0,27,3,34,3,40,8,42,4,50,12,50,7,67,6,31,3,43,0,17,9,26,34,220,35,289
ILOC30601301,3,23,3,28,3,31,0,31,0,23,0,22,5,16,3,27,5,25,0,28,3,8,0,14,3,7,0,9,23,133,6,165,7,26,3,30,3,24,0,34,5,25,3,38,16,17,0,33,7,13,3,25,5,9,0,20,0,5,0,12,46,129,7,186,4,50,3,62,5,55,5,65,7,50,3,54,21,38,3,64,11,42,3,54,11,18,0,29,4,12,0,19,64,265,19,349
ILOC30601302,0,5,0,7,0,8,0,5,0,11,0,11,0,11,0,11,6,12,3,22,3,11,0,8,0,5,0,7,13,58,7,72,0,12,0,10,0,10,0,10,0,12,0,8,4,13,0,13,3,8,0,18,3,7,0,12,0,3,0,6,13,58,3,82,3,12,0,21,0,16,3,17,0,18,0,22,4,18,0,22,11,24,0,36,7,16,0,22,0,14,0,18,28,116,8,156
ILOC30601401,4,38,0,47,3,29,4,37,4,35,3,46,3,29,0,33,0,22,0,22,0,19,0,19,0,8,0,13,14,178,8,210,5,37,3,50,6,31,0,39,7,41,0,53,7,35,0,43,8,27,0,42,8,16,0,28,3,23,0,26,52,207,9,268,15,75,8,93,7,65,3,80,14,79,4,96,8,61,3,73,15,48,0,63,8,35,0,41,6,26,0,33,67,392,17,476
ILOC30601402,0,17,3,17,0,8,0,7,0,16,4,15,0,10,0,10,4,15,0,17,0,11,0,9,0,22,0,23,8,94,7,115,0,11,0,14,0,10,0,10,6,23,0,24,7,14,0,18,3,12,0,18,4,13,3,19,0,5,6,11,19,92,8,122,0,28,3,34,0,16,0,19,6,31,3,42,7,28,0,30,6,25,6,38,6,23,3,33,3,24,6,31,28,185,19,232
ILOC30601501,17,228,23,273,18,179,9,209,29,235,9,267,21,180,3,206,26,138,8,164,6,83,4,93,9,61,10,80,118,1100,70,1287,12,213,11,242,16,165,7,184,45,220,10,278,58,198,10,266,43,150,5,197,29,95,8,132,10,75,7,89,207,1119,56,1384,33,447,34,511,31,344,13,388,77,454,21,552,73,378,10,465,66,286,17,367,38,180,9,226,20,131,18,165,330,2220,123,2675
ILOC30601601,0,16,0,21,3,12,0,10,3,20,3,22,3,10,0,11,10,15,0,22,6,10,0,18,3,8,0,12,24,89,8,121,0,24,5,24,3,12,0,10,10,11,0,17,4,12,0,19,11,15,0,23,0,12,0,10,3,7,0,6,26,87,3,119,3,42,3,49,5,20,0,22,12,29,3,39,6,21,0,34,14,31,0,48,3,18,0,24,7,15,0,18,50,177,11,238
ILOC30601602,0,22,0,23,3,18,0,17,0,20,0,19,3,21,0,25,4,23,0,27,0,13,0,11,3,10,0,20,20,122,4,142,0,35,0,37,0,13,0,17,6,14,0,20,7,22,4,37,3,20,0,25,10,8,0,15,0,13,0,12,30,121,8,157,3,56,5,62,6,30,0,31,11,35,0,40,8,44,4,56,6,40,0,51,8,17,4,27,9,23,0,31,49,243,15,303
ILOC30601701,0,11,0,13,3,13,0,12,0,21,0,21,4,15,0,20,0,7,3,12,0,6,0,6,0,5,0,5,3,82,3,89,0,15,0,15,0,15,0,13,3,13,0,19,6,4,0,15,3,7,0,11,0,8,0,11,0,4,0,3,20,64,3,94,0,21,0,28,3,20,0,27,3,39,0,41,9,23,0,27,3,17,3,26,0,14,0,19,0,6,0,11,23,146,6,179
ILOC30601702,0,7,0,7,0,11,0,11,0,9,0,11,0,6,0,4,3,10,0,8,0,3,0,3,0,4,0,4,10,42,0,50,0,4,0,5,0,3,0,3,3,5,0,11,3,6,0,14,0,4,4,4,3,5,0,3,0,4,0,4,10,36,4,51,3,16,0,18,0,11,0,11,6,13,0,18,3,11,0,16,4,12,5,17,3,9,0,10,0,7,0,7,20,77,5,97
ILOC30601703,0,3,4,11,0,0,0,0,0,13,0,11,0,0,0,0,3,5,0,9,0,0,0,0,0,0,0,0,3,26,3,39,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,9,0,4,3,3,0,4,0,0,0,0,3,21,0,27,0,6,4,9,0,3,0,3,3,17,0,18,0,4,0,4,3,9,0,17,3,8,0,8,0,0,0,0,8,50,3,63
ILOC30601801,3,12,0,21,0,10,4,10,3,17,0,20,0,8,0,15,0,17,3,21,0,9,0,10,0,9,0,9,15,83,4,100,0,18,0,17,0,22,0,22,3,22,0,28,7,17,0,20,4,12,0,14,0,16,0,17,0,11,3,14,17,115,8,133,4,31,0,38,0,37,4,34,8,41,0,50,3,28,0,35,4,26,3,38,3,27,0,24,0,16,3,22,30,198,14,241
ILOC30601802,0,4,3,4,0,3,0,3,0,8,0,8,0,7,0,9,0,11,0,10,4,9,0,9,0,0,0,0,9,42,3,52,0,8,0,8,0,14,0,14,0,6,0,13,0,5,0,6,0,6,0,6,3,4,0,6,0,3,0,0,3,44,0,47,0,5,3,12,0,12,0,14,0,17,0,16,0,16,0,13,0,13,0,20,5,14,0,16,0,3,0,0,8,85,3,95
ILOC30601803,0,12,0,10,3,8,0,9,0,4,0,8,0,5,0,10,0,18,0,18,8,10,0,14,0,11,0,15,18,69,4,88,0,6,0,8,3,11,0,12,4,8,0,10,0,9,0,12,3,9,0,15,0,6,0,10,3,13,3,16,13,63,7,80,3,19,3,22,4,17,0,24,0,14,0,16,4,13,3,25,6,22,0,29,9,17,0,18,0,23,3,27,30,125,12,169
ILOC30601804,0,10,0,12,3,4,0,10,0,19,0,14,3,7,0,7,0,10,0,14,0,11,4,8,0,8,0,9,7,67,8,82,0,11,0,11,3,6,0,8,6,17,0,17,11,13,0,20,8,6,0,15,0,3,0,3,0,9,0,9,23,65,0,85,0,22,0,26,3,13,0,17,6,30,4,39,13,16,0,25,3,17,0,25,0,10,4,13,0,20,0,16,30,129,9,165
ILOC30700101,5,7,7,15,0,11,0,7,4,7,0,15,3,7,0,8,0,19,0,19,0,0,0,0,0,3,0,3,17,55,7,73,3,5,0,14,0,7,9,20,0,11,0,14,4,10,0,16,3,12,0,12,0,3,0,5,0,11,0,11,21,60,11,83,6,13,4,23,3,13,9,30,11,18,0,28,7,10,0,24,5,31,0,35,0,3,0,5,0,16,0,16,32,112,16,156
ILOC30700102,3,6,6,17,0,20,0,25,3,18,3,27,0,10,4,17,0,13,0,15,0,14,0,14,0,6,0,8,4,88,18,117,0,18,12,29,0,18,0,21,3,22,0,24,4,25,0,25,0,8,0,15,0,10,3,13,0,8,0,7,12,109,17,129,0,26,16,43,3,37,6,39,6,43,4,51,7,32,4,40,0,20,3,23,0,28,4,30,0,17,3,16,19,198,34,245
ILOC30700103,0,0,5,4,0,0,0,0,0,0,10,10,0,0,4,8,0,0,5,5,0,3,0,5,0,0,0,0,3,10,27,33,0,0,3,3,0,0,0,0,0,0,7,7,0,3,0,9,0,4,0,8,0,3,0,4,0,0,0,0,0,11,15,29,0,0,8,8,0,0,0,3,0,0,23,23,0,7,5,15,0,4,5,10,3,10,3,12,0,0,0,0,7,18,45,71
ILOC30700104,3,53,11,63,3,34,11,49,9,60,17,90,3,45,16,66,0,50,11,56,0,35,5,35,0,11,6,19,19,288,79,378,6,36,12,55,7,38,9,52,4,53,27,87,4,57,13,83,9,41,14,66,4,43,5,46,3,29,9,38,40,295,93,428,7,89,24,121,4,72,22,97,14,115,46,174,13,109,30,145,9,93,24,129,4,71,9,84,3,42,16,60,56,581,169,808
ILOC30700105,0,43,9,55,6,34,8,52,0,51,8,57,4,24,3,28,4,21,8,29,3,21,3,21,3,16,0,25,24,208,36,268,0,35,5,39,6,30,5,37,8,40,12,58,3,40,3,51,8,28,9,40,3,34,9,47,0,24,0,24,25,240,35,302,3,76,11,90,9,70,12,93,8,92,13,112,12,64,5,79,8,52,14,72,4,56,13,70,3,45,0,50,46,444,73,568
ILOC30700201,0,6,5,14,0,5,3,13,0,6,7,15,0,5,3,7,0,10,5,15,0,7,0,5,0,3,0,3,5,39,21,71,0,5,3,8,0,13,7,22,0,8,3,13,0,4,3,7,0,7,0,14,0,10,3,9,0,4,0,4,9,55,18,76,0,16,3,26,3,19,8,33,0,11,8,25,3,10,6,15,3,18,4,23,3,12,4,22,0,7,0,9,8,98,40,147
ILOC30700202,0,3,3,10,0,9,0,7,0,9,8,11,0,4,0,4,0,7,0,4,0,4,0,4,0,0,0,0,0,32,10,49,0,0,0,5,0,7,0,9,0,10,7,21,0,4,0,8,0,5,0,5,0,9,0,7,0,0,0,0,3,34,10,50,0,0,9,13,0,17,0,17,0,18,14,28,0,6,0,14,0,10,0,11,0,8,0,12,0,3,0,3,3,73,25,96
ILOC30700203,3,5,4,13,0,9,3,15,0,26,0,23,0,12,0,12,0,18,0,18,0,12,0,12,0,10,0,12,4,95,12,104,0,5,6,14,0,15,4,15,4,22,3,23,0,14,3,18,0,3,0,5,0,6,0,8,0,5,0,8,4,79,22,103,3,11,14,33,0,23,4,34,3,44,3,50,0,28,4,27,0,24,0,26,0,21,0,22,0,15,4,19,9,171,27,212
